Feature,Coefficient,Odds_Ratio,Abs_Coefficient
Geometric transformations,1.1609301707330675,3.192901839111237,1.1609301707330675
Exponential rule,-1.1216353529970031,0.32574664804328934,1.1216353529970031
Student Country_Slovenia,1.0312577013684596,2.804590955342381,1.0312577013684596
Eigenvector,-0.9889758779035664,0.3719574258480381,0.9889758779035664
Substitution,0.9705721696020554,2.639454242870633,0.9705721696020554
Point estimate,-0.9032298014070923,0.40525863878981583,0.9032298014070923
Confidence interval,-0.9032298014070923,0.40525863878981583,0.9032298014070923
Diagonalization,0.8190409524265929,2.268323364010446,0.8190409524265929
Subtopic_Integration Techniques,-0.7823004903274104,0.45735266478148195,0.7823004903274104
Directional derivative,-0.7627919837357405,0.466362531027142,0.7627919837357405
Cross product,0.740468469969912,2.09691762736901,0.740468469969912
Sample,-0.727620899020862,0.4830568651542999,0.727620899020862
Linear programming,-0.7059352595157333,0.4936466705438537,0.7059352595157333
Linear regression,0.6450448196206235,1.9060724568018885,0.6450448196206235
Sample space,-0.6404681603395002,0.5270456244181985,0.6404681603395002
Second derivative test,-0.6280229907009104,0.5336457814714004,0.6280229907009104
Simple integration,0.619069324413875,1.8571987877135514,0.619069324413875
Student Country_Romania,0.6099277645312006,1.8402984591582892,0.6099277645312006
Operations with complex numbers,-0.5926099852076044,0.5528823851247064,0.5926099852076044
Classification of geometric solids,0.5812621364309838,1.7882940780885659,0.5812621364309838
Matrix equivalent - echelon,-0.5594456891198812,0.5715257790189516,0.5594456891198812
Trigonometric substitution,-0.5574366451246245,0.5726751536389156,0.5574366451246245
Scalar product,-0.5494529128142384,0.5772655385861263,0.5494529128142384
Principal argument,0.5415316191682439,1.7186371449693951,0.5415316191682439
Data type,0.5402917919002088,1.716507652147621,0.5402917919002088
Event,-0.5363093207313134,0.5849029629950032,0.5363093207313134
Student Country_Russian Federation,-0.5273875775141474,0.5901446648278729,0.5273875775141474
Bernoulli equation,-0.5118789481886438,0.5993683380772752,0.5118789481886438
Square roots,0.49617218323596857,1.6424223310653903,0.49617218323596857
Homogeneous equation,0.48538048180766724,1.6247930954654632,0.48538048180766724
x-simple region (type II),0.4793204944720443,1.6149766437117326,0.4793204944720443
Fundamental theorem of Calculus,0.4781605354163783,1.6131044229887845,0.4781605354163783
Subtopic_Definite Integrals,0.4781605354163783,1.6131044229887845,0.4781605354163783
Rational functions,-0.4746790674941706,0.6220846716243126,0.4746790674941706
Changing order of integration,0.4651645662407373,1.5922762022360515,0.4651645662407373
Variance,0.46200217954414746,1.5872487627005771,0.46200217954414746
y-simple region (type I),-0.45848440682530994,0.6322411400941982,0.45848440682530994
Linear combination,0.4572339303683115,1.579698380453525,0.4572339303683115
Square linear system,-0.45702894592905735,0.6331620123348136,0.45702894592905735
Student Country_Spain,-0.4550653215475148,0.6344065261786792,0.4550653215475148
Triangles,0.45442292098955583,1.5752640688561195,0.45442292098955583
Power of trigonometric functions,-0.44735030145139504,0.6393199143504903,0.44735030145139504
Mode,-0.44055579811237433,0.6436785663127181,0.44055579811237433
Sensitivity analysis,-0.43684633081767454,0.6460707049397406,0.43684633081767454
Postoptimality analysis,-0.43684633081767454,0.6460707049397406,0.43684633081767454
Iterate integrals,-0.4323935178552997,0.6489539514640825,0.4323935178552997
Span,-0.4285042981529817,0.651482790375466,0.4285042981529817
Chain rule,-0.42400260530019124,0.6544221769404148,0.42400260530019124
Addition,0.4237083225185438,1.5276159576210484,0.4237083225185438
 multiplication,0.4237083225185438,1.5276159576210484,0.4237083225185438
 and total probability rules,0.4237083225185438,1.5276159576210484,0.4237083225185438
Exact differential form,-0.4136173327851495,0.6612539430616926,0.4136173327851495
Gradient,0.41293244249421474,1.511242926682485,0.41293244249421474
Transportation problem,-0.3956266505847462,0.673258009504744,0.3956266505847462
Frequency,-0.39448819563918963,0.674024919878923,0.39448819563918963
Duality theory,-0.38729184227529734,0.6788929363532902,0.38729184227529734
Subtopic_Matrices and Determinants,0.38653631797891286,1.471873851579204,0.38653631797891286
Cartesian coordinates,0.38421826383043967,1.4684659197028413,0.38421826383043967
Homogeneous system,0.3704433237791883,1.44837657213095,0.3704433237791883
Excel solver add-in,-0.36973678997900256,0.6909161627639946,0.36973678997900256
Subtopic_Partial Differentiation,-0.36756511096712935,0.6924182413195291,0.36756511096712935
Separable variables equation,-0.36259762796855227,0.6958663743417954,0.36259762796855227
Hypothesis testing,0.3610471946173056,1.4348311755888885,0.3610471946173056
Student distribution,0.3610471946173056,1.4348311755888885,0.3610471946173056
Logarithmic function,0.35757911804509557,1.4298636899928525,0.35757911804509557
Determinant properties,-0.3568033424573099,0.6999101268069117,0.3568033424573099
Determinant computation,-0.3568033424573099,0.6999101268069117,0.3568033424573099
Linear differential equation,0.35596701403832404,1.4275604580326322,0.35596701403832404
Nonlinear equation,-0.3464348074241954,0.7072049222949742,0.3464348074241954
Newtons method,-0.3464348074241954,0.7072049222949742,0.3464348074241954
Interquartile range,0.34297828504900213,1.4091381622280745,0.34297828504900213
Outliers,0.34297828504900213,1.4091381622280745,0.34297828504900213
Invertible linear operator,-0.34276706082943614,0.7098035333508228,0.34276706082943614
De Moivre formulas,-0.3212572789184682,0.7252366388874041,0.3212572789184682
Symmetric matrix,0.31164002928329376,1.3656630058473016,0.31164002928329376
Axioms of probability,-0.31159729683432524,0.7322763588675771,0.31159729683432524
Independence,0.3077220440778988,1.3603228265977316,0.3077220440778988
Topic_Real Functions of a single variable,-0.29798521936017663,0.7423123115176022,0.29798521936017663
Power rule,0.2908751632780151,1.3375975922281538,0.2908751632780151
Eigenvalue,0.28641622053244564,1.3316465985776662,0.28641622053244564
Population,-0.2830258965986253,0.7535002745128806,0.2830258965986253
Topic_Differentiation,-0.28136947412918406,0.7547494235719873,0.28136947412918406
Modulus of a complex number,-0.28038618999398013,0.7554919216897261,0.28038618999398013
Exponential function,-0.2710565105712714,0.7625734017288563,0.2710565105712714
Subtopic_Linear Transformations,-0.26939988689827016,0.7638377458606156,0.26939988689827016
Linear equations,-0.267970658471772,0.7649302249953825,0.267970658471772
Quadratic equations,-0.267970658471772,0.7649302249953825,0.267970658471772
Intersection,-0.26761592237140447,0.7652016214946725,0.26761592237140447
Subset,0.26516335903975713,1.303643920403703,0.26516335903975713
Linearly independent rows,0.25981112462106054,1.2966851516360212,0.25981112462106054
Sum rule,0.2596025371519557,1.2964147075686179,0.2596025371519557
Classification of geometrical figures,-0.2589660901483627,0.7718491958916613,0.2589660901483627
Subtopic_Statistics,0.257672881220003,1.2939154853328965,0.257672881220003
Topic_Statistics,0.257672881220003,1.2939154853328965,0.257672881220003
Logarithmic rule,-0.25395213929460486,0.7757289280917234,0.25395213929460486
Indeterminate forms,-0.24909619018457246,0.7795049890496079,0.24909619018457246
Locus,0.2448537384108669,1.2774344599463674,0.2448537384108669
Optimal solution,-0.24141628715901747,0.7855145586920229,0.24141628715901747
Lagrange multipliers,0.23937864400258285,1.2704594973908392,0.23937864400258285
Quotient rule,0.23802295321552555,1.2687383141146653,0.23802295321552555
Polyhedrons,0.23518595138755716,1.2651440021438827,0.23518595138755716
Area ,0.22937102501522635,1.2578086309122887,0.22937102501522635
Stationary point,-0.22934101737000118,0.7950573589005644,0.22934101737000118
Regular polygon,0.2282883525287896,1.2564475730373046,0.2282883525287896
Chromatic number,0.22704504037918075,1.2548863872261542,0.22704504037918075
Hermitian matrix,-0.2250624843759909,0.7984663255305191,0.2250624843759909
Simplex method,0.2216497260355086,1.2481341124036325,0.2216497260355086
Subtopic_Double Integration,0.21763088932343724,1.243128131059571,0.21763088932343724
Subtopic_Set Theory,0.2170235355303768,1.2423733417092013,0.2170235355303768
Topic_Set Theory,0.2170235355303768,1.2423733417092013,0.2170235355303768
Student Country_Ireland,-0.21646692277047988,0.8053591735323326,0.21646692277047988
Platonic solids,-0.2131950135690408,0.8079985511700356,0.2131950135690408
Subtopic_Vector Spaces,-0.2122947514636331,0.8087262891752018,0.2122947514636331
Bayes' Theorem,0.21192740130279716,1.2360581456100204,0.21192740130279716
Nth root,0.21112637351895688,1.2350684251426618,0.21112637351895688
Geometric solids,0.19913137211089169,1.2203422743102013,0.19913137211089169
"Subtopic_Domain, Image and Graphics",-0.19892221852322758,0.8196136416131032,0.19892221852322758
Polygons,0.19856762088881566,1.2196544987470805,0.19856762088881566
Trigonometric form,0.19461689246979205,1.214845480874309,0.19461689246979205
Stem and Leaf diagram,0.19371128816687289,1.2137458095881266,0.19371128816687289
"Subtopic_Algebraic expressions, Equations, and Inequalities",-0.1936607855936009,0.8239373482886884,0.1936607855936009
Simplify expressions,-0.19366078559234923,0.8239373482897197,0.19366078559234923
Trigonometric rules,-0.19199074166581098,0.8253145094938508,0.19199074166581098
Volume of revolution,0.1880798908457194,1.2069299341512276,0.1880798908457194
Geometrical figures,0.18537915599763707,1.2036747341135716,0.18537915599763707
Triangle inequality,-0.18474875167808028,0.8313131236430087,0.18474875167808028
Symmetry,0.17868503567442398,1.1956440996187336,0.17868503567442398
Topic_Linear Algebra,0.1769578037004779,1.193580727374646,0.1769578037004779
Product rule,-0.1762418183116128,0.8384152146698317,0.1762418183116128
Saddle point,0.1742278592637535,1.1903267619015125,0.1742278592637535
Standard deviation,0.17230280438243542,1.1880375217216044,0.17230280438243542
Subtopic_Elementary Geometry,0.16937240929105127,1.1845611983876492,0.16937240929105127
Orthogonality,-0.16926731014292412,0.8442831877597518,0.16926731014292412
Subspace,-0.16859133470970417,0.8448540953913855,0.16859133470970417
Student Country_Italy,-0.16843006174831504,0.8449903585007732,0.16843006174831504
Incidence matrix ,0.16399862068403429,1.178212689964027,0.16399862068403429
Student Country_Lithuania,-0.1599013774706117,0.852227833686365,0.1599013774706117
Subtopic_Probability ,-0.1593448954266905,0.8527022151532836,0.1593448954266905
Topic_Probability ,-0.1593448954266905,0.8527022151532836,0.1593448954266905
Subtopic_Eigenvalues and Eigenvectors,0.1588270292885357,1.1721351840885041,0.1588270292885357
Basis,-0.15825596772470435,0.8536312519520607,0.15825596772470435
Assignment problem,0.1580554946907155,1.1712311900168517,0.1580554946907155
Image of a function,0.15700431687940103,1.1700006646417802,0.15700431687940103
Polar representation,-0.15584284185122674,0.8556936590356896,0.15584284185122674
Subtopic_Numerical Methods,-0.1551202659077634,0.8563121861281697,0.1551202659077634
Topic_Numerical Methods,-0.1551202659077634,0.8563121861281697,0.1551202659077634
Question Level_Advanced,0.15365197903318914,1.1660849941259201,0.15365197903318914
Area of a planar region ,-0.15256808280841694,0.8585004428454832,0.15256808280841694
Injective linear application,0.15197947367605547,1.164136340747222,0.15197947367605547
Direct integrals ,0.14763548308626606,1.1590903113249331,0.14763548308626606
 Integration by parts,0.14756065472075777,1.1590035817364173,0.14756065472075777
Partial fractions decomposition,0.1474525895464897,1.1588783405796053,0.1474525895464897
Topic_Differential Equations,0.14540360318812798,1.1565062456936939,0.14540360318812798
Subtopic_Differential Equations,0.14540360318812798,1.1565062456936939,0.14540360318812798
Collinearity,0.14127491295277875,1.1517412330492975,0.14127491295277875
Venn diagram,0.13940480315696116,1.1495893632306848,0.13940480315696116
Complement of a set,0.13940480315696116,1.1495893632306848,0.13940480315696116
Union of sets,0.13940480315696116,1.1495893632306848,0.13940480315696116
Graphical method,0.1388857096018688,1.1489927736575267,0.1388857096018688
Quadrilaterals,0.13434353475593977,1.1437856822950105,0.13434353475593977
Composition of linear applications,-0.13349449091593668,0.8750322895907796,0.13349449091593668
Newtons interpolation,-0.1279774364259246,0.8798732320055146,0.1279774364259246
Characteristic polynomial,0.1275910088835536,1.1360882576603608,0.1275910088835536
Spectrum,0.1275910088835536,1.1360882576603608,0.1275910088835536
Cartesian equations of a line,-0.12708970546757153,0.8806546695148079,0.12708970546757153
Change-of-basis matrix,-0.12630760480420103,0.881343699526328,0.12630760480420103
Cartesian equations of a plane,-0.1262909918013409,0.8813583414133515,0.1262909918013409
Topic_Graph Theory,0.1243703577498997,1.1324351994959954,0.1243703577498997
Subtopic_Graph Theory,0.1243703577498997,1.1324351994959954,0.1243703577498997
Conjugate number,0.11948200110484782,1.126912960696442,0.11948200110484782
Subtopic_Complex Numbers,0.11907461604287574,1.1264539666901103,0.11907461604287574
Topic_Complex Numbers,0.11907461604287571,1.1264539666901103,0.11907461604287571
Solve matrix equation,-0.11543111720586012,0.8909819434491365,0.11543111720586012
Inconsistent system,0.11328909480833951,1.1199556595192333,0.11328909480833951
Solution of linear system,0.11328909480833951,1.1199556595192333,0.11328909480833951
Consistent system,0.11328909480833951,1.1199556595192333,0.11328909480833951
Subtopic_Linear Systems,0.11328909480833951,1.1199556595192333,0.11328909480833951
Undetermined solution of linear system,0.11328909480833951,1.1199556595192333,0.11328909480833951
Simple graph,0.11063844238063121,1.1169909772383566,0.11063844238063121
Question Level_Basic,-0.10914756987788522,0.8965980968635393,0.10914756987788522
Planar graph,-0.10632517663512335,0.8991322237426729,0.10632517663512335
Lagrange's interpolation,0.10395501429426376,1.1095505398787728,0.10395501429426376
Equations involving complex numbers,-0.10323399571101011,0.901915904334536,0.10323399571101011
Second order,0.10184430487997248,1.1072110709467147,0.10184430487997248
Distance,-0.10135496827077449,0.9036122222824458,0.10135496827077449
Linearity,-0.09946458987624406,0.9053220068652356,0.09946458987624406
Subtopic_Limits and Continuity,-0.09906300083550539,0.9056856472736464,0.09906300083550539
Direct inspection,-0.09788625881597063,0.9067520329386395,0.09788625881597063
Matrix operations,-0.09260446267620996,0.9115539826221101,0.09260446267620996
Algebraic form,0.09138289676996092,1.0956884605217252,0.09138289676996092
Dimension,0.09135668319805032,1.0956597389899223,0.09135668319805032
Cycle and circuit,0.08788450196734132,1.0918620068315854,0.08788450196734132
Topic_Integration,-0.08650906560662328,0.9171272344322875,0.08650906560662328
Subtopic_Derivatives,0.08619563683403511,1.0900195554217686,0.08619563683403511
Integral curve,-0.07859798217219192,0.924411479649224,0.07859798217219192
Orthogonal basis,-0.07768949019212472,0.9252516816653751,0.07768949019212472
Euclidean spaces,-0.07768949019212472,0.9252516816653751,0.07768949019212472
Inverse matrix ,-0.07726421784016521,0.9256452493049777,0.07726421784016521
Shortest path,-0.0711037245981653,0.9313652816276541,0.0711037245981653
Student Country_Portugal,-0.06942979576714485,0.9329256264134984,0.06942979576714485
Rhombus,-0.06899823178185373,0.9333283304048331,0.06899823178185373
Matrix rank,0.06485251073856696,1.067001641494283,0.06485251073856696
Isomorphism,0.06421094926524046,1.066317313891709,0.06421094926524046
Quantile,-0.0636262529663757,0.938355641638471,0.0636262529663757
Unconstrained optimization,-0.06293629476814105,0.9390032912061512,0.06293629476814105
Tree,-0.062209797783801334,0.9396857221274852,0.062209797783801334
Spanning tree,-0.062209797783801334,0.9396857221274852,0.062209797783801334
Rotation,-0.05963592972048078,0.9421074644829182,0.05963592972048078
Median,0.05693273897631477,1.0585846065166122,0.05693273897631477
Mean,0.05693273897631477,1.0585846065166122,0.05693273897631477
Integration by parts,-0.05650144222790199,0.9450651214948765,0.05650144222790199
Maximum,0.0488629703476377,1.0500764492700718,0.0488629703476377
Minimum,0.0488629703476377,1.0500764492700718,0.0488629703476377
Domain,-0.047984056114936974,0.9531489838542031,0.047984056114936974
Linear application,0.04731600584612939,1.0484532741000665,0.04731600584612939
Relative frequency,-0.045881280207954005,0.9551553513044939,0.045881280207954005
Imaginary part,0.03956915553954243,1.0403624432233354,0.03956915553954243
Real part,0.03956915553954243,1.0403624432233354,0.03956915553954243
Continuity,-0.039527307978250104,0.9612437040100208,0.039527307978250104
Orthogonal projection,0.03809253645012852,1.038827357826888,0.03809253645012852
Chi square distribution,-0.037949323483777116,0.9627617290653635,0.037949323483777116
Complex plane ,-0.03596305305142175,0.9646759346568551,0.03596305305142175
Subtopic_Linear Optimization,-0.03548829887547418,0.9651340273173672,0.03548829887547418
Conditional probability,0.027617530607022163,1.0280024297569936,0.027617530607022163
Linear dependence,-0.026215237506332603,0.974125398721211,0.026215237506332603
Linear independence,-0.026215237506332603,0.974125398721211,0.026215237506332603
Commuting matrices,0.025536991005027213,1.025865853377529,0.025536991005027213
Topic_Fundamental Mathematics,-0.024288376274040617,0.9760042127130155,0.024288376274040617
Polynomial interpolation,-0.02402242214467952,0.9762638195838899,0.02402242214467952
Subtopic_Nonlinear Optimization,0.023746368518101527,1.0240305585623648,0.023746368518101527
Kernel,0.021115891069106992,1.0213404090110374,0.021115891069106992
Range,0.021115891069106992,1.0213404090110374,0.021115891069106992
Subtopic_Analytic Geometry,0.020360838785410118,1.0205695346646229,0.020360838785410118
Topic_Analytic Geometry,0.020360838785410118,1.0205695346646229,0.020360838785410118
Path,0.01699141696283463,1.0171365921666022,0.01699141696283463
First order,-0.0149398137876877,0.9851712315436718,0.0149398137876877
Topic_Optimization,-0.01174193036478027,0.9883267370740271,0.01174193036478027
Adjacency matrix,-0.010640328225973206,0.9894160798224165,0.010640328225973206
Matrix multiplication,0.01019674616955318,1.0102489101359244,0.01019674616955318
Limits,-0.010113675113304004,0.9899372961186251,0.010113675113304004
Cauchy problem,-0.006857050048432007,0.9931664058758144,0.006857050048432007
Matrix of a linear transformation,0.004168665603534761,1.0041773665762725,0.004168665603534761
Question ID,0.00012053710188030483,1.0001205443667687,0.00012053710188030483
